,short_name,fish_id,time_point,macrophage_count,time_in_min,cancer_cells,dpi
4943,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,12.0,35.0,7080.0,CME038,5.0
4946,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,0.0,49.0,6840.0,CME038,5.0
4949,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,3.0,35.0,6900.0,CME038,5.0
4952,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,6.0,38.0,6960.0,CME038,5.0
4955,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,9.0,45.0,7020.0,CME038,5.0
4958,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,12.0,42.0,7080.0,CME038,5.0
4961,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,0.0,22.0,6840.0,CME038,5.0
4964,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,3.0,32.0,6900.0,CME038,5.0
4967,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,6.0,30.0,6960.0,CME038,5.0
4970,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,9.0,30.0,7020.0,CME038,5.0
4973,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,12.0,33.0,7080.0,CME038,5.0
4976,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,0.0,42.0,6840.0,CME038,5.0
4979,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,3.0,44.0,6900.0,CME038,5.0
4982,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,6.0,43.0,6960.0,CME038,5.0
4985,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,9.0,49.0,7020.0,CME038,5.0
4988,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,12.0,46.0,7080.0,CME038,5.0
4991,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,0.0,44.0,6840.0,CME038,5.0
4994,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,3.0,43.0,6900.0,CME038,5.0
4997,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,6.0,39.0,6960.0,CME038,5.0
5000,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,9.0,41.0,7020.0,CME038,5.0
5003,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,12.0,42.0,7080.0,CME038,5.0
5006,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,0.0,28.0,6840.0,CME038,5.0
5009,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,3.0,32.0,6900.0,CME038,5.0
5012,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,6.0,31.0,6960.0,CME038,5.0
5015,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,9.0,34.0,7020.0,CME038,5.0
5018,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,12.0,32.0,7080.0,CME038,5.0
5021,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,0.0,61.0,6840.0,LBT123,5.0
5024,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,3.0,61.0,6900.0,LBT123,5.0
5027,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,6.0,51.0,6960.0,LBT123,5.0
5030,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,9.0,46.0,7020.0,LBT123,5.0
5033,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,12.0,43.0,7080.0,LBT123,5.0
5036,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,15.0,41.0,7140.0,LBT123,5.0
5045,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,0.0,43.0,6840.0,LBT123,5.0
5048,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,3.0,42.0,6900.0,LBT123,5.0
5051,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,6.0,56.0,6960.0,LBT123,5.0
5054,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,9.0,43.0,7020.0,LBT123,5.0
5057,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,12.0,43.0,7080.0,LBT123,5.0
5060,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,15.0,42.0,7140.0,LBT123,5.0
5069,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,0.0,32.0,6840.0,LBT123,5.0
5072,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,3.0,25.0,6900.0,LBT123,5.0
5075,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,6.0,24.0,6960.0,LBT123,5.0
5078,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,9.0,29.0,7020.0,LBT123,5.0
5081,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,12.0,35.0,7080.0,LBT123,5.0
5084,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,15.0,27.0,7140.0,LBT123,5.0
5093,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,0.0,41.0,6840.0,LBT123,5.0
5096,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,3.0,46.0,6900.0,LBT123,5.0
5099,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,6.0,42.0,6960.0,LBT123,5.0
5102,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,9.0,43.0,7020.0,LBT123,5.0
5105,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,12.0,53.0,7080.0,LBT123,5.0
5108,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,15.0,47.0,7140.0,LBT123,5.0
5117,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,0.0,66.0,6840.0,LBT123,5.0
5120,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,3.0,52.0,6900.0,LBT123,5.0
5123,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,6.0,44.0,6960.0,LBT123,5.0
5126,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,9.0,49.0,7020.0,LBT123,5.0
5129,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,12.0,36.0,7080.0,LBT123,5.0
5132,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,15.0,25.0,7140.0,LBT123,5.0
5141,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,0.0,46.0,6840.0,BT569,5.0
5144,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,3.0,38.0,6900.0,BT569,5.0
5147,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,6.0,26.0,6960.0,BT569,5.0
5150,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,9.0,25.0,7020.0,BT569,5.0
5153,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,12.0,29.0,7080.0,BT569,5.0
5156,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,15.0,31.0,7140.0,BT569,5.0
5165,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,0.0,44.0,6840.0,BT569,5.0
5168,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,3.0,33.0,6900.0,BT569,5.0
5171,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,6.0,28.0,6960.0,BT569,5.0
5174,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,9.0,27.0,7020.0,BT569,5.0
5177,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,12.0,19.0,7080.0,BT569,5.0
5180,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,15.0,19.0,7140.0,BT569,5.0
5189,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,0.0,35.0,6840.0,BT569,5.0
5192,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,3.0,29.0,6900.0,BT569,5.0
5195,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,6.0,36.0,6960.0,BT569,5.0
5198,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,9.0,31.0,7020.0,BT569,5.0
5201,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,12.0,35.0,7080.0,BT569,5.0
5204,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,15.0,27.0,7140.0,BT569,5.0
5213,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,0.0,54.0,6840.0,BT569,5.0
5216,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,3.0,53.0,6900.0,BT569,5.0
5219,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,6.0,46.0,6960.0,BT569,5.0
5222,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,9.0,49.0,7020.0,BT569,5.0
5225,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,12.0,40.0,7080.0,BT569,5.0
5228,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,15.0,37.0,7140.0,BT569,5.0
5237,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,0.0,38.0,6840.0,BT569,5.0
5240,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,3.0,37.0,6900.0,BT569,5.0
5243,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,6.0,38.0,6960.0,BT569,5.0
5246,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,9.0,41.0,7020.0,BT569,5.0
5249,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,12.0,39.0,7080.0,BT569,5.0
5252,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,15.0,33.0,7140.0,BT569,5.0
5261,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,0.0,61.0,6840.0,BT569,5.0
5264,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,3.0,55.0,6900.0,BT569,5.0
5267,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,6.0,49.0,6960.0,BT569,5.0
5270,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,9.0,48.0,7020.0,BT569,5.0
5273,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,12.0,48.0,7080.0,BT569,5.0
5276,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,15.0,35.0,7140.0,BT569,5.0
5285,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,0.0,44.0,6840.0,BT569,5.0
5288,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,3.0,41.0,6900.0,BT569,5.0
5291,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,6.0,31.0,6960.0,BT569,5.0
5294,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,9.0,33.0,7020.0,BT569,5.0
5297,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,12.0,24.0,7080.0,BT569,5.0
5300,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,15.0,22.0,7140.0,BT569,5.0
5309,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,0.0,32.0,6840.0,BT569,5.0
5312,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,3.0,30.0,6900.0,BT569,5.0
5315,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,6.0,33.0,6960.0,BT569,5.0
5318,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,9.0,29.0,7020.0,BT569,5.0
5321,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,12.0,25.0,7080.0,BT569,5.0
5324,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,15.0,26.0,7140.0,BT569,5.0
5333,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,0.0,32.0,6840.0,BT569,5.0
5336,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,3.0,27.0,6900.0,BT569,5.0
5339,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,6.0,27.0,6960.0,BT569,5.0
5342,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,9.0,31.0,7020.0,BT569,5.0
5345,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,12.0,26.0,7080.0,BT569,5.0
5348,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,15.0,36.0,7140.0,BT569,5.0
5357,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,0.0,22.0,6840.0,BT569,5.0
5360,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,3.0,23.0,6900.0,BT569,5.0
5363,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,6.0,16.0,6960.0,BT569,5.0
5366,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,9.0,15.0,7020.0,BT569,5.0
5369,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,12.0,19.0,7080.0,BT569,5.0
5372,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,15.0,19.0,7140.0,BT569,5.0
5381,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,0.0,41.0,6840.0,BT569,5.0
5384,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,3.0,32.0,6900.0,BT569,5.0
5387,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,6.0,29.0,6960.0,BT569,5.0
5390,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,9.0,23.0,7020.0,BT569,5.0
5393,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,12.0,23.0,7080.0,BT569,5.0
5396,211207_BT569_5dpi_Pos006,211207_BT569_Pos006,15.0,22.0,7140.0,BT569,5.0
5405,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,0.0,48.0,6840.0,LBT123,5.0
5408,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,3.0,45.0,6900.0,LBT123,5.0
5411,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,6.0,35.0,6960.0,LBT123,5.0
5414,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,9.0,45.0,7020.0,LBT123,5.0
5417,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,12.0,38.0,7080.0,LBT123,5.0
5420,211214_LBT123_5dpi_Pos001,211214_LBT123_Pos001,15.0,38.0,7140.0,LBT123,5.0
5429,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,0.0,44.0,6840.0,LBT123,5.0
5432,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,3.0,31.0,6900.0,LBT123,5.0
5435,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,6.0,40.0,6960.0,LBT123,5.0
5438,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,9.0,30.0,7020.0,LBT123,5.0
5441,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,12.0,30.0,7080.0,LBT123,5.0
5444,211214_LBT123_5dpi_Pos002,211214_LBT123_Pos002,15.0,36.0,7140.0,LBT123,5.0
5453,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,0.0,31.0,6840.0,LBT123,5.0
5456,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,3.0,36.0,6900.0,LBT123,5.0
5459,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,6.0,24.0,6960.0,LBT123,5.0
5462,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,9.0,27.0,7020.0,LBT123,5.0
5465,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,12.0,30.0,7080.0,LBT123,5.0
5468,211214_LBT123_5dpi_Pos003,211214_LBT123_Pos003,15.0,18.0,7140.0,LBT123,5.0
5477,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,0.0,38.0,6840.0,LBT123,5.0
5480,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,3.0,29.0,6900.0,LBT123,5.0
5483,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,6.0,28.0,6960.0,LBT123,5.0
5486,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,9.0,28.0,7020.0,LBT123,5.0
5489,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,12.0,35.0,7080.0,LBT123,5.0
5492,211214_LBT123_5dpi_Pos004,211214_LBT123_Pos004,15.0,39.0,7140.0,LBT123,5.0
5501,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,0.0,51.0,6840.0,LBT123,5.0
5504,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,3.0,56.0,6900.0,LBT123,5.0
5507,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,6.0,49.0,6960.0,LBT123,5.0
5510,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,9.0,34.0,7020.0,LBT123,5.0
5513,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,12.0,33.0,7080.0,LBT123,5.0
5516,211214_LBT123_5dpi_Pos005,211214_LBT123_Pos005,15.0,34.0,7140.0,LBT123,5.0
5525,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,0.0,33.0,6840.0,LBT123,5.0
5528,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,3.0,28.0,6900.0,LBT123,5.0
5531,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,6.0,11.0,6960.0,LBT123,5.0
5534,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,9.0,19.0,7020.0,LBT123,5.0
5537,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,12.0,18.0,7080.0,LBT123,5.0
5540,211214_LBT123_5dpi_Pos006,211214_LBT123_Pos006,15.0,11.0,7140.0,LBT123,5.0
5549,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,0.0,36.0,6840.0,LBT003,5.0
5552,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,3.0,28.0,6900.0,LBT003,5.0
5555,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,6.0,23.0,6960.0,LBT003,5.0
5558,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,9.0,22.0,7020.0,LBT003,5.0
5561,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,12.0,23.0,7080.0,LBT003,5.0
5564,220118_LBT003_5dpi_Pos001,220118_LBT003_Pos001,15.0,19.0,7140.0,LBT003,5.0
5573,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,0.0,41.0,6840.0,LBT003,5.0
5576,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,3.0,27.0,6900.0,LBT003,5.0
5579,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,6.0,27.0,6960.0,LBT003,5.0
5582,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,9.0,15.0,7020.0,LBT003,5.0
5585,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,12.0,18.0,7080.0,LBT003,5.0
5588,220118_LBT003_5dpi_Pos002,220118_LBT003_Pos002,15.0,15.0,7140.0,LBT003,5.0
5597,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,0.0,35.0,6840.0,LBT003,5.0
5600,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,3.0,32.0,6900.0,LBT003,5.0
5603,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,6.0,20.0,6960.0,LBT003,5.0
5606,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,9.0,19.0,7020.0,LBT003,5.0
5609,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,12.0,18.0,7080.0,LBT003,5.0
5612,220118_LBT003_5dpi_Pos003,220118_LBT003_Pos003,15.0,11.0,7140.0,LBT003,5.0
5621,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,0.0,52.0,6840.0,LBT003,5.0
5624,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,3.0,36.0,6900.0,LBT003,5.0
5627,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,6.0,30.0,6960.0,LBT003,5.0
5630,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,9.0,27.0,7020.0,LBT003,5.0
5633,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,12.0,29.0,7080.0,LBT003,5.0
5636,220118_LBT003_5dpi_Pos004,220118_LBT003_Pos004,15.0,28.0,7140.0,LBT003,5.0
5645,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,0.0,50.0,6840.0,BT333,5.0
5648,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,3.0,41.0,6900.0,BT333,5.0
5651,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,6.0,47.0,6960.0,BT333,5.0
5654,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,9.0,41.0,7020.0,BT333,5.0
5657,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,12.0,43.0,7080.0,BT333,5.0
5660,220208_BT333_5dpi_Pos001,220208_BT333_Pos001,15.0,39.0,7140.0,BT333,5.0
5669,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,0.0,28.0,6840.0,BT333,5.0
5672,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,3.0,27.0,6900.0,BT333,5.0
5675,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,6.0,25.0,6960.0,BT333,5.0
5678,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,9.0,18.0,7020.0,BT333,5.0
5681,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,12.0,22.0,7080.0,BT333,5.0
5684,220208_BT333_5dpi_Pos002,220208_BT333_Pos002,15.0,19.0,7140.0,BT333,5.0
5693,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,0.0,66.0,6840.0,BT333,5.0
5696,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,3.0,70.0,6900.0,BT333,5.0
5699,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,6.0,62.0,6960.0,BT333,5.0
5702,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,9.0,46.0,7020.0,BT333,5.0
5705,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,12.0,45.0,7080.0,BT333,5.0
5708,220208_BT333_5dpi_Pos003,220208_BT333_Pos003,15.0,51.0,7140.0,BT333,5.0
5717,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,0.0,48.0,6840.0,BT333,5.0
5720,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,3.0,42.0,6900.0,BT333,5.0
5723,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,6.0,29.0,6960.0,BT333,5.0
5726,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,9.0,34.0,7020.0,BT333,5.0
5729,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,12.0,27.0,7080.0,BT333,5.0
5732,220208_BT333_5dpi_Pos004,220208_BT333_Pos004,15.0,31.0,7140.0,BT333,5.0
5741,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,0.0,58.0,6840.0,BT333,5.0
5744,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,3.0,54.0,6900.0,BT333,5.0
5747,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,6.0,43.0,6960.0,BT333,5.0
5750,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,9.0,44.0,7020.0,BT333,5.0
5753,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,12.0,40.0,7080.0,BT333,5.0
5756,220208_BT333_5dpi_Pos005,220208_BT333_Pos005,15.0,32.0,7140.0,BT333,5.0
5765,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,0.0,91.0,6840.0,BT333,5.0
5768,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,3.0,92.0,6900.0,BT333,5.0
5771,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,6.0,75.0,6960.0,BT333,5.0
5774,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,9.0,70.0,7020.0,BT333,5.0
5777,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,12.0,70.0,7080.0,BT333,5.0
5780,220208_BT333_5dpi_Pos006,220208_BT333_Pos006,15.0,62.0,7140.0,BT333,5.0
5789,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,0.0,71.0,6840.0,LBT003,5.0
5792,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,3.0,79.0,6900.0,LBT003,5.0
5795,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,6.0,50.0,6960.0,LBT003,5.0
5798,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,9.0,37.0,7020.0,LBT003,5.0
5801,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,12.0,20.0,7080.0,LBT003,5.0
5804,220215_LBT003_5dpi_Pos002,220215_LBT003_Pos002,15.0,18.0,7140.0,LBT003,5.0
5813,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,0.0,74.0,6840.0,LBT003,5.0
5816,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,3.0,56.0,6900.0,LBT003,5.0
5819,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,6.0,49.0,6960.0,LBT003,5.0
5822,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,9.0,46.0,7020.0,LBT003,5.0
5825,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,12.0,43.0,7080.0,LBT003,5.0
5828,220215_LBT003_5dpi_Pos003,220215_LBT003_Pos003,15.0,33.0,7140.0,LBT003,5.0
5837,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,0.0,80.0,6840.0,LBT003,5.0
5840,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,3.0,67.0,6900.0,LBT003,5.0
5843,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,6.0,61.0,6960.0,LBT003,5.0
5846,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,9.0,52.0,7020.0,LBT003,5.0
5849,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,12.0,50.0,7080.0,LBT003,5.0
5852,220215_LBT003_5dpi_Pos004,220215_LBT003_Pos004,15.0,58.0,7140.0,LBT003,5.0
5861,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,0.0,73.0,6840.0,LBT003,5.0
5864,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,3.0,69.0,6900.0,LBT003,5.0
5867,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,6.0,62.0,6960.0,LBT003,5.0
5870,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,9.0,61.0,7020.0,LBT003,5.0
5873,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,12.0,56.0,7080.0,LBT003,5.0
5876,220215_LBT003_5dpi_Pos005,220215_LBT003_Pos005,15.0,68.0,7140.0,LBT003,5.0
5885,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,0.0,88.0,6840.0,LBT003,5.0
5888,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,3.0,81.0,6900.0,LBT003,5.0
5891,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,6.0,74.0,6960.0,LBT003,5.0
5894,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,9.0,68.0,7020.0,LBT003,5.0
5897,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,12.0,59.0,7080.0,LBT003,5.0
5900,220215_LBT003_5dpi_Pos006,220215_LBT003_Pos006,15.0,57.0,7140.0,LBT003,5.0
