Unnamed: 0,short_name,fish_id,time_point,tumor_volume,dt_min,time_in_min,cancer_cells,dpi,PixelSizeX,PixelSizeY,PixelSizeZ,time_in_h,tumor_volume_um,nr_of_fish
451,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,6.0,1036714.0,20.0,6960.0,CME037,5,0.4329,0.4329,1.0184,116.0,197857.5037990256,9.0
454,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,9.0,1057976.0,20.0,7020.0,CME037,5,0.4329,0.4329,1.0184,117.0,201915.3695612077,9.0
457,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,12.0,1115754.0,20.0,7080.0,CME037,5,0.4329,0.4329,1.0184,118.0,212942.33635677537,9.0
460,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,15.0,1050288.0,20.0,7140.0,CME037,5,0.4329,0.4329,1.0184,119.0,200448.1100381311,5.0
463,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,18.0,1042317.0,20.0,7200.0,CME037,5,0.4329,0.4329,1.0184,120.0,198926.83979119503,5.0
466,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,21.0,466119.0,20.0,7260.0,CME037,5,0.4329,0.4329,1.0184,121.0,88959.09750741094,5.0
469,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,24.0,636013.0,20.0,7320.0,CME037,5,0.4329,0.4329,1.0184,122.0,121383.47178077046,5.0
472,211005_CME037_5dpi_Pos004,211005_CME037_Pos004,27.0,934127.0,20.0,7380.0,CME037,5,0.4329,0.4329,1.0184,123.0,178278.7118253177,5.0
475,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,0.0,2521515.0,20.0,6840.0,CME037,5,0.4329,0.4329,1.0602,114.0,500984.7747197892,9.0
478,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,3.0,2458946.0,20.0,6900.0,CME037,5,0.4329,0.4329,1.0602,115.0,488553.3133287436,9.0
481,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,6.0,2365433.0,20.0,6960.0,CME037,5,0.4329,0.4329,1.0602,116.0,469973.77315612056,9.0
484,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,9.0,2342648.0,20.0,7020.0,CME037,5,0.4329,0.4329,1.0602,117.0,465446.75741677714,9.0
487,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,12.0,2391728.0,20.0,7080.0,CME037,5,0.4329,0.4329,1.0602,118.0,475198.16985860176,9.0
490,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,15.0,2410692.0,20.0,7140.0,CME037,5,0.4329,0.4329,1.0602,119.0,478966.0138998968,5.0
493,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,18.0,2422939.0,20.0,7200.0,CME037,5,0.4329,0.4329,1.0602,120.0,481399.297277546,5.0
496,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,21.0,2265262.0,20.0,7260.0,CME037,5,0.4329,0.4329,1.0602,121.0,450071.3946779216,5.0
499,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,24.0,1989934.0,20.0,7320.0,CME037,5,0.4329,0.4329,1.0602,122.0,395368.1166668646,5.0
502,211005_CME037_5dpi_Pos005,211005_CME037_Pos005,27.0,1892881.0,20.0,7380.0,CME037,5,0.4329,0.4329,1.0602,123.0,376085.2350100513,5.0
505,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,0.0,751493.0,20.0,6840.0,CME038,5,0.4329,0.4329,1.0184,114.0,143422.9007252156,6.0
508,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,3.0,686162.0,20.0,6900.0,CME038,5,0.4329,0.4329,1.0184,115.0,130954.43923950774,6.0
511,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,6.0,620655.0,20.0,6960.0,CME038,5,0.4329,0.4329,1.0184,116.0,118452.38804567534,6.0
514,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,9.0,663322.0,20.0,7020.0,CME038,5,0.4329,0.4329,1.0184,117.0,126595.41120789078,4.0
517,211019_CME038_5dpi_Pos001,211019_CME038_Pos001,12.0,681246.0,20.0,7080.0,CME038,5,0.4329,0.4329,1.0184,118.0,130016.21761939264,4.0
520,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,0.0,266795.0,20.0,6840.0,CME038,5,0.4329,0.4329,1.0184,114.0,50917.98965390748,6.0
523,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,3.0,264751.0,20.0,6900.0,CME038,5,0.4329,0.4329,1.0184,115.0,50527.89099818835,6.0
526,211019_CME038_5dpi_Pos002,211019_CME038_Pos002,6.0,284330.0,20.0,6960.0,CME038,5,0.4329,0.4329,1.0184,116.0,54264.55517642952,6.0
529,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,0.0,313700.0,20.0,6840.0,CME038,5,0.4329,0.4329,1.0222,114.0,60093.232636577406,6.0
532,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,3.0,379222.0,20.0,6900.0,CME038,5,0.4329,0.4329,1.0222,115.0,72644.80671631543,6.0
535,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,6.0,437753.0,20.0,6960.0,CME038,5,0.4329,0.4329,1.0222,116.0,83857.165656231,6.0
538,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,9.0,444763.0,20.0,7020.0,CME038,5,0.4329,0.4329,1.0222,117.0,85200.02048818003,4.0
541,211019_CME038_5dpi_Pos003,211019_CME038_Pos003,12.0,370709.0,20.0,7080.0,CME038,5,0.4329,0.4329,1.0222,118.0,71014.03308088292,4.0
544,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,0.0,1087573.0,20.0,6840.0,CME038,5,0.4329,0.4329,1.0222,114.0,208338.46763870065,6.0
547,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,3.0,1078891.0,20.0,6900.0,CME038,5,0.4329,0.4329,1.0222,115.0,206675.31989961627,6.0
550,211019_CME038_5dpi_Pos004,211019_CME038_Pos004,6.0,1075218.0,20.0,6960.0,CME038,5,0.4329,0.4329,1.0222,116.0,205971.70994273343,6.0
553,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,0.0,647073.0,20.0,6840.0,CME038,5,0.4329,0.4329,1.0222,114.0,123955.07912606964,6.0
556,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,3.0,711868.0,20.0,6900.0,CME038,5,0.4329,0.4329,1.0222,115.0,136367.38709128177,6.0
559,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,6.0,716031.0,20.0,6960.0,CME038,5,0.4329,0.4329,1.0222,116.0,137164.86279248056,6.0
562,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,9.0,730012.0,20.0,7020.0,CME038,5,0.4329,0.4329,1.0222,117.0,139843.10150938202,4.0
565,211019_CME038_5dpi_Pos005,211019_CME038_Pos005,12.0,748825.0,20.0,7080.0,CME038,5,0.4329,0.4329,1.0222,118.0,143446.97140288516,4.0
568,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,0.0,1794086.0,20.0,6840.0,CME038,5,0.4329,0.4329,1.0184,114.0,342402.4152859696,6.0
571,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,3.0,1948235.0,20.0,6900.0,CME038,5,0.4329,0.4329,1.0184,115.0,371821.84663648286,6.0
574,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,6.0,1993614.0,20.0,6960.0,CME038,5,0.4329,0.4329,1.0184,116.0,380482.4566647993,6.0
577,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,9.0,2047885.0,20.0,7020.0,CME038,5,0.4329,0.4329,1.0184,117.0,390840.1103558624,4.0
580,211019_CME038_5dpi_Pos006,211019_CME038_Pos006,12.0,2003873.0,20.0,7080.0,CME038,5,0.4329,0.4329,1.0184,118.0,382440.3931173544,4.0
583,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,0.0,384066.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0222,114.0,73572.73664583913,11.0
586,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,3.0,394968.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0222,115.0,75661.15367549795,11.0
589,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,6.0,383692.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0222,116.0,73501.09217976939,11.0
592,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,9.0,389366.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0222,117.0,74588.01918639975,11.0
595,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,12.0,394806.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0222,118.0,75630.12051105063,9.0
598,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,15.0,401524.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0222,119.0,76917.03902189706,9.0
601,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,18.0,382845.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0222,120.0,73338.83853602319,9.0
604,211123_LBT123_5dpi_Pos001,211123_LBT123_Pos001,21.0,356229.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0222,121.0,68240.20455497396,9.0
607,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,0.0,301989.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0222,114.0,57849.84134742548,11.0
610,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,3.0,296780.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0222,115.0,56851.99101652356,11.0
613,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,6.0,300219.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0222,116.0,57510.77529142694,11.0
616,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,9.0,334850.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0222,117.0,64144.7846616447,11.0
619,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,12.0,488681.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0222,118.0,93613.07305730086,9.0
622,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,15.0,521791.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0222,119.0,99955.71549465207,9.0
625,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,18.0,480998.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0222,120.0,92141.296498975,9.0
628,211123_LBT123_5dpi_Pos003,211123_LBT123_Pos003,21.0,448807.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0222,121.0,85974.70022290212,9.0
631,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,0.0,710588.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0184,114.0,135616.15634547424,11.0
634,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,3.0,754416.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0184,115.0,143980.7570709431,11.0
637,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,6.0,787816.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0184,116.0,150355.1675900327,11.0
640,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,9.0,732289.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0184,117.0,139757.80552735343,11.0
643,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,12.0,599566.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0184,118.0,114427.5394397747,9.0
646,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,15.0,624985.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0184,119.0,119278.77120578484,9.0
649,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,18.0,522669.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0184,120.0,99751.69974856412,9.0
652,211123_LBT123_5dpi_Pos004,211123_LBT123_Pos004,21.0,492728.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0184,121.0,94037.44150449045,9.0
655,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,0.0,258476.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0222,114.0,49514.37168942295,11.0
658,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,3.0,234733.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0222,115.0,44966.097470454966,11.0
661,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,6.0,192352.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0222,116.0,36847.47683809671,11.0
664,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,9.0,203592.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0222,117.0,39000.64207505919,11.0
667,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,12.0,196541.0,20.0,7080.0,LBT123,5,0.4329,0.4329,1.0222,118.0,37649.93317062658,9.0
670,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,15.0,166110.0,20.0,7140.0,LBT123,5,0.4329,0.4329,1.0222,119.0,31820.48732311722,9.0
673,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,18.0,166744.0,20.0,7200.0,LBT123,5,0.4329,0.4329,1.0222,120.0,31941.938102497486,9.0
676,211123_LBT123_5dpi_Pos005,211123_LBT123_Pos005,21.0,166911.0,20.0,7260.0,LBT123,5,0.4329,0.4329,1.0222,121.0,31973.929080662325,9.0
679,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,0.0,949238.0,20.0,6840.0,LBT123,5,0.4329,0.4329,1.0222,114.0,181838.6355163515,11.0
682,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,3.0,933137.0,20.0,6900.0,LBT123,5,0.4329,0.4329,1.0222,115.0,178754.28378322575,11.0
685,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,6.0,886893.0,20.0,6960.0,LBT123,5,0.4329,0.4329,1.0222,116.0,169895.6562727193,11.0
688,211123_LBT123_5dpi_Pos006,211123_LBT123_Pos006,9.0,797957.0,20.0,7020.0,LBT123,5,0.4329,0.4329,1.0222,117.0,152858.8321166254,11.0
689,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,0.0,946311.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0222,114.0,181277.9313661211,11.0
692,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,3.0,788009.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0222,115.0,150953.16594426753,11.0
695,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,6.0,769682.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0222,116.0,147442.39554410634,11.0
698,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,9.0,882460.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0222,117.0,169046.45863077493,11.0
701,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,12.0,925767.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0222,118.0,177342.46636361603,11.0
704,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,15.0,956066.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0222,119.0,183146.62592898312,11.0
707,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,18.0,901414.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0222,120.0,172677.33887111183,11.0
710,211130_BT569_5dpi_Pos002,211130_BT569_Pos002,21.0,925478.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0222,121.0,177287.10473074394,11.0
713,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,0.0,671761.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0184,114.0,128205.99954233978,11.0
716,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,3.0,616739.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0184,115.0,117705.01703990424,11.0
719,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,6.0,530949.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0184,116.0,101331.94283533246,11.0
722,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,9.0,539273.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0184,117.0,102920.5833491319,11.0
725,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,12.0,532544.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0184,118.0,101636.34956521112,11.0
728,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,15.0,523251.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0184,119.0,99862.77480611234,11.0
731,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,18.0,539799.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0184,120.0,103020.97077227684,11.0
734,211130_BT569_5dpi_Pos003,211130_BT569_Pos003,21.0,621569.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0184,121.0,118626.82550718571,11.0
737,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,0.0,1108908.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0222,114.0,212425.4587713158,11.0
740,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,3.0,1054070.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0222,115.0,201920.54104315312,11.0
743,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,6.0,1034987.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0222,116.0,198264.9492089045,11.0
746,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,9.0,1068808.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0222,117.0,204743.79275688564,11.0
749,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,12.0,1076459.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0222,118.0,206209.43930741944,11.0
752,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,15.0,1094699.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0222,119.0,209703.5437488959,11.0
755,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,18.0,1088026.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0222,120.0,208425.2455615071,11.0
758,211130_BT569_5dpi_Pos004,211130_BT569_Pos004,21.0,1070891.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0222,121.0,205142.8179516003,11.0
761,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,0.0,1136806.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0222,114.0,217769.67618953463,11.0
764,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,3.0,1027278.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0222,115.0,196788.1920192476,11.0
767,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,6.0,903919.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0222,116.0,173157.20354358433,11.0
770,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,9.0,914855.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0222,117.0,175252.1337065222,11.0
773,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,12.0,937335.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0222,118.0,179558.4641804472,11.0
776,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,15.0,926831.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0222,119.0,177546.28912270218,11.0
779,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,18.0,825239.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0222,120.0,158085.046884847,11.0
782,211130_BT569_5dpi_Pos005,211130_BT569_Pos005,21.0,832307.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0222,121.0,159439.0123559191,11.0
785,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,0.0,1461504.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0222,114.0,279969.71587914706,11.0
788,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,3.0,1407798.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0222,115.0,269681.6471766286,11.0
791,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,6.0,1333453.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0222,116.0,255439.91501097244,11.0
794,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,9.0,1345071.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0222,117.0,257665.49096497864,11.0
797,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,12.0,1353879.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0222,118.0,259352.77560974425,11.0
800,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,15.0,1344227.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0222,119.0,257503.8120094629,11.0
803,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,18.0,1304015.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0222,120.0,249800.6909677605,11.0
806,211130_BT569_5dpi_Pos006,211130_BT569_Pos006,21.0,1266647.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0222,121.0,242642.3743685778,11.0
809,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,0.0,1285322.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0222,114.0,246219.80860347764,11.0
812,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,3.0,1306563.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0222,115.0,250288.7928382037,11.0
815,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,6.0,1277517.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0222,116.0,244724.66139044453,11.0
818,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,9.0,1241683.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0222,117.0,237860.2020397939,11.0
821,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,12.0,1325983.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0222,118.0,254008.94131701248,11.0
824,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,15.0,1282893.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0222,119.0,245754.5026995113,11.0
827,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,18.0,1238050.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0222,120.0,237164.2545926511,11.0
830,211207_BT569_5dpi_Pos001,211207_BT569_Pos001,21.0,1219425.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0222,121.0,233596.3984949264,11.0
833,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,0.0,368684.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0184,114.0,70363.5678988033,11.0
836,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,3.0,340792.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0184,115.0,65040.36256352045,11.0
839,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,6.0,373746.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0184,116.0,71329.65370861263,11.0
842,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,9.0,391361.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0184,117.0,74691.48728028218,11.0
845,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,12.0,409058.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0184,118.0,78068.97060232796,11.0
848,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,15.0,464599.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0184,119.0,88669.00457360805,11.0
851,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,18.0,365569.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0184,120.0,69769.06823512174,11.0
854,211207_BT569_5dpi_Pos002,211207_BT569_Pos002,21.0,416006.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0184,121.0,79395.00067079006,11.0
857,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,0.0,474310.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0184,114.0,90522.35488950265,11.0
860,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,3.0,430899.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0184,115.0,82237.33887021526,11.0
863,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,6.0,251672.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0184,116.0,48031.75581318317,11.0
866,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,9.0,297688.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0184,117.0,56813.93768283667,11.0
869,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,12.0,387575.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0184,118.0,73968.92685437581,11.0
872,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,15.0,380845.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0184,119.0,72684.50221984068,11.0
875,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,18.0,340929.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0184,120.0,65066.50909768557,11.0
878,211207_BT569_5dpi_Pos003,211207_BT569_Pos003,21.0,358541.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0184,121.0,68427.7701175121,11.0
881,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,0.0,739395.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0184,114.0,141113.98999288186,11.0
884,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,3.0,793115.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0184,115.0,151366.48499544157,11.0
887,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,6.0,785960.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0184,116.0,150000.94884981023,11.0
890,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,9.0,776117.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0184,117.0,148122.40625282226,11.0
893,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,12.0,651164.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0184,118.0,124275.0494386964,11.0
896,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,15.0,613648.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0184,119.0,117115.0977909669,11.0
899,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,18.0,543305.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0184,120.0,103690.09302616691,11.0
902,211207_BT569_5dpi_Pos004,211207_BT569_Pos004,21.0,432385.0,20.0,7260.0,BT569,5,0.4329,0.4329,1.0184,121.0,82520.94288313045,11.0
905,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,0.0,1155089.0,20.0,6840.0,BT569,5,0.4329,0.4329,1.0222,114.0,221272.01782898168,11.0
908,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,3.0,1118733.0,20.0,6900.0,BT569,5,0.4329,0.4329,1.0222,115.0,214307.56272622297,11.0
911,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,6.0,1050529.0,20.0,6960.0,BT569,5,0.4329,0.4329,1.0222,116.0,201242.2173684126,11.0
914,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,9.0,1047909.0,20.0,7020.0,BT569,5,0.4329,0.4329,1.0222,117.0,200740.3229804373,11.0
917,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,12.0,900184.0,20.0,7080.0,BT569,5,0.4329,0.4329,1.0222,118.0,172441.7166966044,11.0
920,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,15.0,804719.0,20.0,7140.0,BT569,5,0.4329,0.4329,1.0222,119.0,154154.17938818593,11.0
923,211207_BT569_5dpi_Pos005,211207_BT569_Pos005,18.0,771502.0,20.0,7200.0,BT569,5,0.4329,0.4329,1.0222,120.0,147791.03973728002,11.0
