,short_name,fish_id,time_point,tumor_volume,dt_min,time_in_min,cancer_cells,dpi,PixelSizeX,PixelSizeY,PixelSizeZ,time_in_h,tumor_volume_um
0,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,0.0,3090102.0,30.0,1440.0,LBT070,1,0.4329,0.4329,1.0184,24.0,589747.8650856231
1,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,1.0,3157454.0,30.0,1470.0,LBT070,1,0.4329,0.4329,1.0184,24.5,602602.0356629202
2,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,2.0,3178742.0,30.0,1500.0,LBT070,1,0.4329,0.4329,1.0184,25.0,606664.8635410753
3,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,3.0,3171308.0,30.0,1530.0,LBT070,1,0.4329,0.4329,1.0184,25.5,605246.080074042
4,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,4.0,3151162.0,30.0,1560.0,LBT070,1,0.4329,0.4329,1.0184,26.0,601401.2035974679
5,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,5.0,3010668.0,30.0,1590.0,LBT070,1,0.4329,0.4329,1.0184,26.5,574587.8373858217
6,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,6.0,2976480.0,30.0,1620.0,LBT070,1,0.4329,0.4329,1.0184,27.0,568063.0365826291
7,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,7.0,2928835.0,30.0,1650.0,LBT070,1,0.4329,0.4329,1.0184,27.5,558969.9590622091
8,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,8.0,2961024.0,30.0,1680.0,LBT070,1,0.4329,0.4329,1.0184,28.0,565113.2494873283
9,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,9.0,2889303.0,30.0,1710.0,LBT070,1,0.4329,0.4329,1.0184,28.5,551425.2525759623
10,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,10.0,2838312.0,30.0,1740.0,LBT070,1,0.4329,0.4329,1.0184,29.0,541693.5888999474
11,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,11.0,2774919.0,30.0,1770.0,LBT070,1,0.4329,0.4329,1.0184,29.5,529594.9959048382
12,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,12.0,2818199.0,30.0,1800.0,LBT070,1,0.4329,0.4329,1.0184,30.0,537855.0104936465
13,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,13.0,2851991.0,30.0,1830.0,LBT070,1,0.4329,0.4329,1.0184,30.5,544304.2344535589
14,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,14.0,2762975.0,30.0,1860.0,LBT070,1,0.4329,0.4329,1.0184,31.0,527315.4761671134
15,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,15.0,2705407.0,30.0,1890.0,LBT070,1,0.4329,0.4329,1.0184,31.5,516328.5880005581
16,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,16.0,2712157.0,30.0,1920.0,LBT070,1,0.4329,0.4329,1.0184,32.0,517616.82964738
17,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,17.0,2757259.0,30.0,1950.0,LBT070,1,0.4329,0.4329,1.0184,32.5,526224.574055523
18,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,18.0,2773732.0,30.0,1980.0,LBT070,1,0.4329,0.4329,1.0184,33.0,529368.4562256117
19,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,19.0,2858259.0,30.0,2010.0,LBT070,1,0.4329,0.4329,1.0184,33.5,545500.4861042671
20,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,20.0,2910711.0,30.0,2040.0,LBT070,1,0.4329,0.4329,1.0184,34.0,555510.9825278387
21,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,21.0,2922884.0,30.0,2070.0,LBT070,1,0.4329,0.4329,1.0184,34.5,557834.207056248
22,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,22.0,2910038.0,30.0,2100.0,LBT070,1,0.4329,0.4329,1.0184,35.0,555382.540064385
23,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,23.0,2874839.0,30.0,2130.0,LBT070,1,0.4329,0.4329,1.0184,35.5,548664.7892900907
24,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,24.0,3011079.0,30.0,2160.0,LBT070,1,0.4329,0.4329,1.0184,36.0,574666.2769883171
25,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,25.0,2996715.0,30.0,2190.0,LBT070,1,0.4329,0.4329,1.0184,36.5,571924.8987638799
26,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,26.0,2890321.0,30.0,2220.0,LBT070,1,0.4329,0.4329,1.0184,37.0,551619.5385013644
27,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,27.0,2822491.0,30.0,2250.0,LBT070,1,0.4329,0.4329,1.0184,37.5,538674.141330411
28,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,28.0,2821290.0,30.0,2280.0,LBT070,1,0.4329,0.4329,1.0184,38.0,538444.9297425838
29,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,29.0,2785603.0,30.0,2310.0,LBT070,1,0.4329,0.4329,1.0184,38.5,531634.0438684894
30,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,30.0,2795247.0,30.0,2340.0,LBT070,1,0.4329,0.4329,1.0184,39.0,533474.607193223
31,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,31.0,2686680.0,30.0,2370.0,LBT070,1,0.4329,0.4329,1.0184,39.5,512754.528545738
32,200804_LBT070_1dpi_Pos001,200804_LBT070_Pos001,32.0,2756472.0,30.0,2400.0,LBT070,1,0.4329,0.4329,1.0184,40.0,526074.3746220344
33,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,0.0,1701554.0,30.0,1440.0,LBT070,1,0.4329,0.4329,1.0184,24.0,324742.6262394906
34,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,1.0,1665301.0,30.0,1470.0,LBT070,1,0.4329,0.4329,1.0184,24.5,317823.7189176775
35,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,2.0,1640321.0,30.0,1500.0,LBT070,1,0.4329,0.4329,1.0184,25.0,313056.27057136444
36,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,3.0,1617369.0,30.0,1530.0,LBT070,1,0.4329,0.4329,1.0184,25.5,308675.8672709409
37,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,4.0,1649722.0,30.0,1560.0,LBT070,1,0.4329,0.4329,1.0184,26.0,314850.4571968124
38,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,5.0,1686672.0,30.0,1590.0,LBT070,1,0.4329,0.4329,1.0184,26.5,321902.38739682315
39,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,6.0,1642912.0,30.0,1620.0,LBT070,1,0.4329,0.4329,1.0184,27.0,313550.7645131297
40,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,7.0,1566490.0,30.0,1650.0,LBT070,1,0.4329,0.4329,1.0184,27.5,298965.5788637326
41,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,8.0,1559829.0,30.0,1680.0,LBT070,1,0.4329,0.4329,1.0184,28.0,297694.32292158715
42,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,9.0,1522112.0,30.0,1710.0,LBT070,1,0.4329,0.4329,1.0184,28.5,290496.01030037453
43,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,10.0,1575495.0,30.0,1740.0,LBT070,1,0.4329,0.4329,1.0184,29.0,300684.1886459003
44,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,11.0,1615049.0,30.0,1770.0,LBT070,1,0.4329,0.4329,1.0184,29.5,308233.09384566284
45,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,12.0,1640007.0,30.0,1800.0,LBT070,1,0.4329,0.4329,1.0184,30.0,312996.3434784604
46,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,13.0,1883118.0,30.0,1830.0,LBT070,1,0.4329,0.4329,1.0184,30.5,359394.2271822446
47,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,14.0,1884381.0,30.0,1860.0,LBT070,1,0.4329,0.4329,1.0184,31.0,359635.27150816104
48,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,15.0,1799763.0,30.0,1890.0,LBT070,1,0.4329,0.4329,1.0184,31.5,343485.8742236005
49,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,16.0,1853910.0,30.0,1920.0,LBT070,1,0.4329,0.4329,1.0184,32.0,353819.862438485
50,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,17.0,1789301.0,30.0,1950.0,LBT070,1,0.4329,0.4329,1.0184,32.5,341489.1950963335
51,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,18.0,1755021.0,30.0,1980.0,LBT070,1,0.4329,0.4329,1.0184,33.0,334946.83603662124
52,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,19.0,1794887.0,30.0,2010.0,LBT070,1,0.4329,0.4329,1.0184,33.5,342555.2866280592
53,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,20.0,1785044.0,30.0,2040.0,LBT070,1,0.4329,0.4329,1.0184,34.0,340676.7440310712
54,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,21.0,1735047.0,30.0,2070.0,LBT070,1,0.4329,0.4329,1.0184,34.5,331134.78586571413
55,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,22.0,1783349.0,30.0,2100.0,LBT070,1,0.4329,0.4329,1.0184,35.0,340353.2522397581
56,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,23.0,1826846.0,30.0,2130.0,LBT070,1,0.4329,0.4329,1.0184,35.5,348654.681411879
57,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,24.0,1853014.0,30.0,2160.0,LBT070,1,0.4329,0.4329,1.0184,36.0,353648.8602880328
58,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,25.0,1882740.0,30.0,2190.0,LBT070,1,0.4329,0.4329,1.0184,36.5,359322.08565002255
59,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,26.0,1788690.0,30.0,2220.0,LBT070,1,0.4329,0.4329,1.0184,37.0,341372.5853709694
60,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,27.0,1790523.0,30.0,2250.0,LBT070,1,0.4329,0.4329,1.0184,37.5,341722.414547062
61,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,28.0,1639024.0,30.0,2280.0,LBT070,1,0.4329,0.4329,1.0184,38.0,312808.73732456024
62,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,29.0,1688855.0,30.0,2310.0,LBT070,1,0.4329,0.4329,1.0184,38.5,322319.0142879361
63,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,30.0,1563342.0,30.0,2340.0,LBT070,1,0.4329,0.4329,1.0184,39.0,298364.78112977766
64,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,31.0,1414744.0,30.0,2370.0,LBT070,1,0.4329,0.4329,1.0184,39.5,270004.7615394879
65,200804_LBT070_1dpi_Pos003,200804_LBT070_Pos003,32.0,1395276.0,30.0,2400.0,LBT070,1,0.4329,0.4329,1.0184,40.0,266289.28177943896
66,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,0.0,970074.0,30.0,1440.0,LBT070,1,0.4329,0.4329,1.0222,24.0,185830.03683995915
67,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,1.0,974362.0,30.0,1470.0,LBT070,1,0.4329,0.4329,1.0222,24.5,186651.4578840957
68,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,2.0,953414.0,30.0,1500.0,LBT070,1,0.4329,0.4329,1.0222,25.0,182638.60153321584
69,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,3.0,919204.0,30.0,1530.0,LBT070,1,0.4329,0.4329,1.0222,25.5,176085.2400780124
70,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,4.0,938111.0,30.0,1560.0,LBT070,1,0.4329,0.4329,1.0222,26.0,179707.11686940474
71,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,5.0,942771.0,30.0,1590.0,LBT070,1,0.4329,0.4329,1.0222,26.5,180599.799254124
72,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,6.0,930047.0,30.0,1620.0,LBT070,1,0.4329,0.4329,1.0222,27.0,178162.35490580462
73,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,7.0,949769.0,30.0,1650.0,LBT070,1,0.4329,0.4329,1.0222,27.5,181940.35533315103
74,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,8.0,925174.0,30.0,1680.0,LBT070,1,0.4329,0.4329,1.0222,28.0,177228.86965671935
75,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,9.0,963299.0,30.0,1710.0,LBT070,1,0.4329,0.4329,1.0222,28.5,184532.1992527331
76,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,10.0,986521.0,30.0,1740.0,LBT070,1,0.4329,0.4329,1.0222,29.0,188980.66928233652
77,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,11.0,992484.0,30.0,1770.0,LBT070,1,0.4329,0.4329,1.0222,29.5,190122.95792183897
78,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,12.0,995986.0,30.0,1800.0,LBT070,1,0.4329,0.4329,1.0222,30.0,190793.81064958297
79,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,13.0,1015762.0,30.0,1830.0,LBT070,1,0.4329,0.4329,1.0222,30.5,194582.1554650785
80,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,14.0,1013836.0,30.0,1860.0,LBT070,1,0.4329,0.4329,1.0222,31.0,194213.2056210937
81,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,15.0,1038974.0,30.0,1890.0,LBT070,1,0.4329,0.4329,1.0222,31.5,199028.70986724697
82,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,16.0,1052827.0,30.0,1920.0,LBT070,1,0.4329,0.4329,1.0222,32.0,201682.4285529802
83,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,17.0,1000463.0,30.0,1950.0,LBT070,1,0.4329,0.4329,1.0222,32.5,191651.4370522414
84,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,18.0,995553.0,30.0,1980.0,LBT070,1,0.4329,0.4329,1.0222,33.0,190710.8639816466
85,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,19.0,1011434.0,30.0,2010.0,LBT070,1,0.4329,0.4329,1.0222,33.5,193753.07191120187
86,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,20.0,983304.0,30.0,2040.0,LBT070,1,0.4329,0.4329,1.0222,34.0,188364.41193649065
87,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,21.0,973102.0,30.0,2070.0,LBT070,1,0.4329,0.4329,1.0222,34.5,186410.0888272832
88,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,22.0,962927.0,30.0,2100.0,LBT070,1,0.4329,0.4329,1.0222,35.0,184460.9379121504
89,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,23.0,905482.0,30.0,2130.0,LBT070,1,0.4329,0.4329,1.0222,35.5,173456.61611167795
90,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,24.0,895951.0,30.0,2160.0,LBT070,1,0.4329,0.4329,1.0222,36.0,171630.8316033604
91,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,25.0,857130.0,30.0,2190.0,LBT070,1,0.4329,0.4329,1.0222,36.5,164194.17433786928
92,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,26.0,854456.0,30.0,2220.0,LBT070,1,0.4329,0.4329,1.0222,37.0,163681.9355617449
93,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,27.0,865870.0,30.0,2250.0,LBT070,1,0.4329,0.4329,1.0222,37.5,165868.43271607676
94,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,28.0,860548.0,30.0,2280.0,LBT070,1,0.4329,0.4329,1.0222,38.0,164848.93579515908
95,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,29.0,789999.0,30.0,2310.0,LBT070,1,0.4329,0.4329,1.0222,38.5,151334.3758038365
96,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,30.0,769149.0,30.0,2340.0,LBT070,1,0.4329,0.4329,1.0222,39.0,147340.29260181982
97,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,31.0,707549.0,30.0,2370.0,LBT070,1,0.4329,0.4329,1.0222,39.5,135540.02760209658
98,200804_LBT070_1dpi_Pos005,200804_LBT070_Pos005,32.0,672933.0,30.0,2400.0,LBT070,1,0.4329,0.4329,1.0222,40.0,128908.89167303136
99,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,0.0,3120055.0,30.0,1440.0,LBT070,1,0.4329,0.4329,1.0184,24.0,595464.413537069
100,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,1.0,3127521.0,30.0,1470.0,LBT070,1,0.4329,0.4329,1.0184,24.5,596889.3042237612
101,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,2.0,3104243.0,30.0,1500.0,LBT070,1,0.4329,0.4329,1.0184,25.0,592446.6836230615
102,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,3.0,3127179.0,30.0,1530.0,LBT070,1,0.4329,0.4329,1.0184,25.5,596824.0333136555
103,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,4.0,3093039.0,30.0,1560.0,LBT070,1,0.4329,0.4329,1.0184,26.0,590308.3933399514
104,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,5.0,3080432.0,30.0,1590.0,LBT070,1,0.4329,0.4329,1.0184,26.5,587902.3396449166
105,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,6.0,3079538.0,30.0,1620.0,LBT070,1,0.4329,0.4329,1.0184,27.0,587731.7191956931
106,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,7.0,3102527.0,30.0,1650.0,LBT070,1,0.4329,0.4329,1.0184,27.5,592119.1839688474
107,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,8.0,2989384.0,30.0,1680.0,LBT070,1,0.4329,0.4329,1.0184,28.0,570525.772910124
108,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,9.0,3031359.0,30.0,1710.0,LBT070,1,0.4329,0.4329,1.0184,28.5,578536.7274472135
109,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,10.0,2910077.0,30.0,1740.0,LBT070,1,0.4329,0.4329,1.0184,29.0,555389.9832383444
110,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,11.0,2782989.0,30.0,1770.0,LBT070,1,0.4329,0.4329,1.0184,29.5,531135.1603625942
111,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,12.0,2827294.0,30.0,1800.0,LBT070,1,0.4329,0.4329,1.0184,30.0,539590.7968311051
112,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,13.0,2745585.0,30.0,1830.0,LBT070,1,0.4329,0.4329,1.0184,30.5,523996.5839836713
113,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,14.0,2666188.0,30.0,1860.0,LBT070,1,0.4329,0.4329,1.0184,31.0,508843.6177566007
114,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,15.0,2754121.0,30.0,1890.0,LBT070,1,0.4329,0.4329,1.0184,31.5,525625.6848277117
115,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,16.0,2727932.0,30.0,1920.0,LBT070,1,0.4329,0.4329,1.0184,32.0,520627.4980886566
116,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,17.0,2706311.0,30.0,1950.0,LBT070,1,0.4329,0.4329,1.0184,32.5,516501.116955925
117,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,18.0,2716506.0,30.0,1980.0,LBT070,1,0.4329,0.4329,1.0184,33.0,518446.838969162
118,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,19.0,2737612.0,30.0,2010.0,LBT070,1,0.4329,0.4329,1.0184,33.5,522474.9320355065
119,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,20.0,2779439.0,30.0,2040.0,LBT070,1,0.4329,0.4329,1.0184,34.0,530457.640681673
120,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,21.0,2698546.0,30.0,2070.0,LBT070,1,0.4329,0.4329,1.0184,34.5,515019.1619355439
121,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,22.0,2641633.0,30.0,2100.0,LBT070,1,0.4329,0.4329,1.0184,35.0,504157.28092138376
122,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,23.0,2699377.0,30.0,2130.0,LBT070,1,0.4329,0.4329,1.0184,35.5,515177.7587960637
123,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,24.0,2738431.0,30.0,2160.0,LBT070,1,0.4329,0.4329,1.0184,36.0,522631.2386886543
124,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,25.0,2770889.0,30.0,2190.0,LBT070,1,0.4329,0.4329,1.0184,36.5,528825.8679290318
125,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,26.0,2706680.0,30.0,2220.0,LBT070,1,0.4329,0.4329,1.0184,37.0,516571.540832618
126,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,27.0,2682765.0,30.0,2250.0,LBT070,1,0.4329,0.4329,1.0184,37.5,512007.3483905811
127,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,28.0,2696322.0,30.0,2280.0,LBT070,1,0.4329,0.4329,1.0184,38.0,514594.7101692428
128,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,29.0,2594941.0,30.0,2310.0,LBT070,1,0.4329,0.4329,1.0184,38.5,495246.0840364337
129,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,30.0,2561767.0,30.0,2340.0,LBT070,1,0.4329,0.4329,1.0184,39.0,488914.8057561859
130,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,31.0,2455710.0,30.0,2370.0,LBT070,1,0.4329,0.4329,1.0184,39.5,468673.76215070416
131,200804_LBT070_1dpi_Pos006,200804_LBT070_Pos006,32.0,2473331.0,30.0,2400.0,LBT070,1,0.4329,0.4329,1.0184,40.0,472036.74082605983
132,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,0.0,2483508.0,30.0,1440.0,LBT123,1,0.4329,0.4329,1.0184,24.0,473979.0275282388
133,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,1.0,2563513.0,30.0,1470.0,LBT123,1,0.4329,0.4329,1.0184,24.5,489248.0309288304
134,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,2.0,2505537.0,30.0,1500.0,LBT123,1,0.4329,0.4329,1.0184,25.0,478183.2757116227
135,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,3.0,2522581.0,30.0,1530.0,LBT123,1,0.4329,0.4329,1.0184,25.5,481436.1335825019
136,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,4.0,2314527.0,30.0,1560.0,LBT123,1,0.4329,0.4329,1.0184,26.0,441728.89986577525
137,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,5.0,2454006.0,30.0,1590.0,LBT123,1,0.4329,0.4329,1.0184,26.5,468348.552703862
138,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,6.0,2295701.0,30.0,1620.0,LBT123,1,0.4329,0.4329,1.0184,27.0,438135.9462001352
139,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,7.0,2237415.0,30.0,1650.0,LBT123,1,0.4329,0.4329,1.0184,27.5,427012.0272924808
140,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,8.0,2264031.0,30.0,1680.0,LBT123,1,0.4329,0.4329,1.0184,28.0,432091.7072438607
141,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,9.0,2288334.0,30.0,1710.0,LBT123,1,0.4329,0.4329,1.0184,28.5,436729.9497242629
142,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,10.0,2383077.0,30.0,1740.0,LBT123,1,0.4329,0.4329,1.0184,29.0,454811.7094790565
143,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,11.0,2109933.0,30.0,1770.0,LBT123,1,0.4329,0.4329,1.0184,29.5,402682.00927467895
144,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,12.0,2545880.0,30.0,1800.0,LBT123,1,0.4329,0.4329,1.0184,30.0,485882.7620461027
145,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,13.0,2299116.0,30.0,1830.0,LBT123,1,0.4329,0.4329,1.0184,30.5,438787.7010481199
146,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,14.0,2146411.0,30.0,1860.0,LBT123,1,0.4329,0.4329,1.0184,31.0,409643.8579847193
147,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,15.0,2012932.0,30.0,1890.0,LBT123,1,0.4329,0.4329,1.0184,31.5,384169.30883269664
148,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,16.0,2058705.0,30.0,1920.0,LBT123,1,0.4329,0.4329,1.0184,32.0,392905.1140030645
149,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,17.0,2214638.0,30.0,1950.0,LBT123,1,0.4329,0.4329,1.0184,32.5,422665.02284956747
150,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,18.0,2264727.0,30.0,1980.0,LBT123,1,0.4329,0.4329,1.0184,33.0,432224.5392714441
151,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,19.0,2233750.0,30.0,2010.0,LBT123,1,0.4329,0.4329,1.0184,33.5,426312.55979091
152,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,20.0,2197826.0,30.0,2040.0,LBT123,1,0.4329,0.4329,1.0184,34.0,419456.44232121616
153,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,21.0,2339815.0,30.0,2070.0,LBT123,1,0.4329,0.4329,1.0184,34.5,446555.1302013064
154,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,22.0,2368012.0,30.0,2100.0,LBT123,1,0.4329,0.4329,1.0184,35.0,451936.54497396416
155,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,23.0,2614448.0,30.0,2130.0,LBT123,1,0.4329,0.4329,1.0184,35.5,498969.0069704421
156,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,24.0,2630199.0,30.0,2160.0,LBT123,1,0.4329,0.4329,1.0184,36.0,501975.0949969744
157,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,25.0,2778786.0,30.0,2190.0,LBT123,1,0.4329,0.4329,1.0184,36.5,530333.0152305064
158,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,26.0,2885246.0,30.0,2220.0,LBT123,1,0.4329,0.4329,1.0184,37.0,550650.9716335686
159,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,27.0,3098569.0,30.0,2250.0,LBT123,1,0.4329,0.4329,1.0184,37.5,591363.7972372738
160,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,28.0,3174197.0,30.0,2280.0,LBT123,1,0.4329,0.4329,1.0184,38.0,605797.4474988817
161,200811_LBT123_1dpi_Pos002,200811_LBT123_Pos002,29.0,3327291.0,30.0,2310.0,LBT123,1,0.4329,0.4329,1.0184,38.5,635015.5314512621
