feature,LBT070,LBT123,LBT001,LBT003,BT333,CME037,CME038,BT569,LBT070 LGALS1KO
mean_distance_to_tumor_round_t_1dpi_end,37.62559784285991,38.67819092511555,49.70015520195516,46.307583893398245,31.112055277921908,55.854003017303725,46.49791042430174,40.99685254248452,20.38428293537022
std_distance_to_tumor_round_t_1dpi_end,38.18492193671321,34.736900247162694,34.483887570340045,43.00749251403106,31.11462938496761,40.53002817480576,38.00114320344992,38.07201976127076,24.237218436784048
mean_distance_to_tumor_round_t_5dpi_start,62.721840569900955,70.90646588754687,75.90089447701966,53.38112861375126,35.06771052109518,55.116589678563976,72.324425601039,84.84449608606639,51.67496890360375
std_distance_to_tumor_round_t_5dpi_start,49.19035202559603,54.22276584483416,42.33847614058959,46.126596282854436,30.898362928330098,41.352819362332234,52.01831743598998,58.84719208576481,50.82393552435246
mean_distance_to_tumor_round_t_5dpi_end,60.583809535308845,78.8601787143202,75.64261897169101,58.70428862400196,30.848713369111973,60.69308346676533,75.15826429419535,90.57682556125224,51.158487387381555
std_distance_to_tumor_round_t_5dpi_end,46.61491233549395,56.436877574316085,42.75628354501661,50.64936436950615,29.277947729490585,43.13773474671093,52.8385623413966,64.8809155831639,50.16215018241177
mean_distance_to_tumor_remified_t_1dpi_start,40.21254289455,37.18607387065187,43.66221975076948,38.554995882742304,38.184191818603146,41.340570486964275,25.211258089575864,33.964739824512144,30.856186618434435
std_distance_to_tumor_remified_t_1dpi_start,37.194239804415886,32.54053119302681,36.80391846016816,37.47156178257191,33.69400306807863,36.13209445228436,29.575579434674886,37.41768470306866,26.539906125679067
mean_distance_to_tumor_remified_t_1dpi_mid,39.804751136546216,50.85088441912753,52.14768364855655,39.36602289036586,59.16524728336514,46.426613438580745,38.23582431559308,59.90110638957329,39.356967511045376
std_distance_to_tumor_remified_t_1dpi_mid,36.848963107029036,35.48370049244658,43.30805509655501,41.56552541235609,48.82280877688426,35.518316279823885,35.4546558370871,35.585939536481156,36.26606715327872
mean_distance_to_tumor_remified_t_1dpi_end,54.85416602575975,64.51467557330878,70.79157633615728,66.02813115889532,78.0186444682454,79.67082670059307,46.62241799902717,66.79588306333945,26.286803389327233
std_distance_to_tumor_remified_t_1dpi_end,41.34275179722949,39.375073795675526,50.71757100453471,46.19544787870515,41.86069977227411,52.506765725494404,39.47307108327,50.522721270399906,24.83825892327478
mean_distance_to_tumor_remified_t_5dpi_start,70.24706897588588,87.93838532709475,75.03136870996738,66.91962848446903,35.580643605747184,59.61218005345964,88.50273603573736,96.09211269377893,53.20317191869229
std_distance_to_tumor_remified_t_5dpi_start,50.110016321123865,58.26504513853763,34.477381583676575,45.761521652263,28.074264642477466,39.1607683346733,48.97644890877274,59.5236581691079,40.00139333442063
mean_distance_to_tumor_remified_t_5dpi_end,74.6606808556788,93.0087080746881,78.98879529712465,60.631274570942836,39.44719162803525,62.48782169690663,99.20489433848626,102.0822418030261,58.843242490522265
std_distance_to_tumor_remified_t_5dpi_end,53.800112578386575,55.37481637346855,37.350393026357686,45.99621343080463,30.634711617641248,38.85986276920108,49.85344364273669,60.535354805955535,39.219517838445775
mean_tumor_volume_um_t_1dpi,414052.6582661355,691553.2436723892,226742.48121644874,1065625.7345451165,358526.3165753652,485757.86042234703,414210.2584499726,773640.707488398,967382.3848838699
std_tumor_volume_um_t_1dpi,240456.9873893785,266665.8724205464,74367.8288206511,245176.60775381434,165413.09005939824,314837.42462407274,145485.39553920305,154335.0239385283,254263.08059320372
mean_tumor_volume_um_t_5dpi,123112.02300146429,162278.88114671595,135461.42474399175,382428.4866471923,140025.40442319997,187888.42540863695,167219.6604887697,165035.92986757407,176048.92112064722
std_tumor_volume_um_t_5dpi,81503.48001417684,135576.13560079073,35094.15386628361,144762.01161476018,66902.42975286451,149365.99594688087,112195.81367805901,62968.566745883305,113434.65756721006
